id,Title,Authors,Genres,Publishing Date,Pages,Publisher,Language
3341,By the River Piedra I Sat Down and Wept,Paulo Coelho;Alan R. Clarke,Fiction;Romance;Philosophy;Novels;Spirituality;Contemporary;Inspirational;Literature;Love;Religion,May 23rd 2006,208,Harper Perennial,English
3342,The Treachery of Beautiful Things,Ruth Frances Long,Fantasy;Young Adult;Romance;Fantasy;Paranormal;Paranormal;Fairies,August 16th 2012,366,Dial Books,English
3343,Books for Children - I Promise: (Good Dream Story# 4) ( Free Kids Books; Beginning Reader;Bedtime Stories For Kids Ages 3-8; children's books),Aurora Higgins,,February 12th 2015,32,Good Dream Story,None
3344,The Proposal,J. Lynn;Jennifer L. Armentrout,New Adult;Romance;Contemporary;Short Stories;Novella;Romance;Contemporary Romance,March 15th 2014,6,,None
3345,Wicked Betrayal,Chelsea Luna,Fantasy;Young Adult;Paranormal;Witches;Fantasy;Paranormal;Romance,October 2012,278,Createspace,
3346,Chasing The Night,Iris Johansen,Mystery;Suspense;Thriller;Fiction,October 19th 2010,362,St. Martin's Press,English
3347,Tackled,Sabrina Paige,Sports and Games;Sports;Romance;Academic;College;New Adult;Contemporary Romance;Sports Romance;Romance;Contemporary Romance,March 7th 2016,287,,None
3348,London Lady,Heather  Hart,,May 16th 2016,264,,None
3349,Dancing at Midnight,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance,August 25th 2009,375,Avon,English
3350,A Demon's Dark Embrace,Amelia Hutchins,Fantasy;Paranormal;Fantasy;Romance;Paranormal Romance;Romance;Paranormal;Demons;Fairies;Fae;Fantasy;Magic,November 10th 2015,None,,None
3351,Girl from Jussara,Hettie Ivers,Fantasy;Paranormal;Shapeshifters;Werewolves;Paranormal;Shapeshifters,July 16th 2016,103,Hettie Ivers,
3352,Vows,LaVyrle Spencer,Romance;Romance;Historical Romance;Historical;Fiction;Westerns;Historical;Historical Fiction,April 1st 1988,448,Berkley,English
3353,Our Totally; Ridiculous; Made-up Christmas Relationship,Brittainy C. Cherry,Holiday;Christmas;Romance;Contemporary;New Adult;Holiday,December 13th 2013,228,BCherry Books Publishing,None
3354,When a Scot Ties the Knot,Tessa Dare,Romance;Romance;Historical Romance;Historical;Historical;Historical Fiction;Adult;Historical;Regency;Fiction,August 25th 2015,384,Avon,English
3355,The Soldier and the Baby,Anne Stuart,Romance;Romance;Contemporary Romance;Romance;Romantic Suspense;Contemporary;Category Romance;Harlequin;Romance;Category Romance,February 1st 1995,256,Harlequin,English
3356,Bayou Moon,Ilona Andrews,Fantasy;Urban Fantasy;Fantasy;Romance;Fantasy;Paranormal;Romance;Paranormal Romance;Fantasy;Magic,October 2010,447,Penguin Berkley Ace,English
3357,Undead,Kirsty McKay,Horror;Zombies;Young Adult;Horror;Fantasy;Paranormal;Humor;Romance;Fantasy;Fantasy;Supernatural;Science Fiction;Apocalyptic;Post Apocalyptic,September 1st 2011,294,Chicken House,
3358,Lady of Valor,Tina St. John,Romance;Historical Romance;Romance;Historical;Historical;Medieval;Historical Romance;Medieval Romance,May 13th 2012,320,Lara Adrian; LLC,English
3359,Midnight Honor,Marsha Canham,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction,April 10th 2001,388,Dell Publishing Company,English
3360,Forever and a Day,Jill Shalvis,Romance;Romance;Contemporary Romance;Contemporary;Womens Fiction;Chick Lit,July 31st 2012,324,Grand Central,;
3361,Pídeme lo que quieras,Megan Maxwell,Romance;Adult Fiction;Erotica;Contemporary;Adult;Womens Fiction;Chick Lit;Romance;Erotic Romance;Erotica;Bdsm;European Literature;Spanish Literature;Did Not Finish;Abandoned,November 8th 2012,464,Esencia,
3362,Crossfire,JoAnn Ross,Romance;Romantic Suspense;Romance;War;Military;Suspense;Contemporary;Romance;Contemporary Romance,September 2nd 2008,374,Signet,English
3363,Game for Marriage,Karen  Erickson,Romance;Sports and Games;Sports;Romance;Contemporary Romance;Contemporary;Adult;Contemporary Romance;Sports Romance,January 11th 2013,170,Entangled Publishing (Brazen),English
3364,Rough Wrangler; Tender Kisses,Jill Gregory,Romance;Historical Romance;Westerns;Romance;Historical;Romance;Western Romance,November 7th 2000,384,Dell,English
3365,The Widow of Ratchets,Owen Brookes,Gothic;Horror;Fiction,May 1st 1982,320,Ace,English
3366,Secret Santa,Kathleen Brooks,Romance;Holiday;Christmas;Contemporary;Novella,November 15th 2012,72,Smashwords Edition,
3367,Caribbean Cruising,Rachel Hawthorne,Young Adult;Romance;Womens Fiction;Chick Lit;Contemporary;Young Adult;Teen,April 27th 2004,336,HarperTeen,English
3368,Light Me Up,Cherrie Lynn,Romance;Romance;Contemporary Romance;Contemporary;Adult Fiction;Erotica;Novella,April 2nd 2013,58,Cherrie Lynn,
3369,The Hawk and the Jewel,Lori Wick,Christian Fiction;Christian;Romance;Historical;Historical Fiction;Fiction;Historical,January 1st 2004,347,Harvest House Publishers,English
3370,The Corinthian,Georgette Heyer,Historical;Historical Fiction;Historical;Regency;Historical;Fiction;Romance;Historical Romance;Historical Romance;Regency Romance,November 23rd 2004,233,Arrow,English
3371,Blue Horizon,Wilbur Smith,Historical;Historical Fiction;Fiction;Adventure;Historical;Cultural;Africa;Thriller,May 7th 2004,777,Pan Books (UK),English
3372,Sostiene Pereira,Antonio Tabucchi,Fiction;European Literature;Italian Literature;Cultural;Portugal;Historical;Historical Fiction,May 9th 1996,216,Feltrinelli,Italian
3373,Trędowata,Helena Mniszkówna,European Literature;Polish Literature;Classics;Fiction;Historical;Historical Fiction,,189,Reporter,Polish
3374,The Runaway Princess,Hester Browne,Womens Fiction;Chick Lit;Romance;Fiction;Contemporary;Romance;Contemporary Romance,October 2nd 2012,431,Gallery Books,English
3375,Crossfire of Love,Ella Jade,Romance;Contemporary Romance;Contemporary;Marriage,March 19th 2012,123,Beachwalk Press; Inc.,None
3376,The Hedgewitch Queen,Lilith Saintcrow,Fantasy;Romance;Young Adult;Historical;Historical Fiction;Fantasy;Magic;Historical,December 1st 2011,360,Orbit,
3377,The Little Sophia Vol.1,T.K. Layla,,February 22nd 2015,23,Books for Kids : The Little Sophia,None
3378,Captive Prince: Volume Two,C.S. Pacat,Fantasy;Romance;Romance;M M Romance;Lgbt,,216,,
3379,Faithful,Kelly Elliott,Romance;New Adult;Romance;Contemporary Romance;Contemporary,August 20th 2013,421,,
3380,Kick,C.D. Reiss,Erotica;Bdsm;Adult Fiction;Erotica;Dark;Romance;Adult,May 5th 2014,120,,;
3381,Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,Fantasy;Fantasy;Fairy Tales;Romance;Young Adult;Retellings,June 30th 1993,256,HarperTeen,English
3382,End of Days,Susan Ee,Young Adult;Fantasy;Paranormal;Angels;Science Fiction;Dystopia;Fantasy;Paranormal;Romance,May 12th 2015,344,Skyscape,
3383,Leo's Chance,Mia Sheridan,New Adult;Romance;Romance;Contemporary Romance;Contemporary;Sociology;Abuse,June 16th 2013,216,,None
3384,Live to Tell,Lisa Gardner,Mystery;Thriller;Fiction;Suspense;Mystery;Crime;Thriller;Mystery Thriller,June 30th 2010,388,Bantam Books,English
3385,The Kiss of Deception,Mary E. Pearson,Fantasy;Young Adult;Romance,July 8th 2014,492,Henry Holt,
3386,Scoring Wilder,R.S. Grey,Romance;Sports and Games;Sports;Academic;College;Romance;Contemporary Romance;Humor;Funny;Did Not Finish,June 15th 2014,404,,None
3387,Crazy Good,Rachel  Robinson,Romance;War;Military;Contemporary;Romance;Contemporary Romance;New Adult,April 7th 2014,303,Rachel Robinson,
3388,To Whisper Her Name,Tamera Alexander,Historical;Historical Fiction;Christian Fiction;Romance;Romance;Historical Romance;Historical;Christian;Fiction,October 1st 2012,480,Zondervan,English
3389,Dom Wars: Round Three,Lucian Bane,Erotica;Bdsm;Adult Fiction;Erotica;Romance;Humor,April 10th 2014,104,,
3390,November of the Heart,LaVyrle Spencer,Romance;Romance;Historical Romance;Fiction;Historical;Historical Fiction;Historical,March 1st 1994,432,Jove,English
3391,Love and Lists,Tara Sivec,Romance;Humor;Funny;Romance;Contemporary Romance;Contemporary;New Adult;Humor,,None,,;
3392,The Raider,Jude Deveraux,Romance;Historical Romance;Historical;Fiction,April 30th 1991,320,Pocket Books,English
3393,Last Call,Jennifer  Schmidt,Romance;Contemporary;Romance;Contemporary Romance;Womens Fiction;Chick Lit,September 29th 2011,236,The Writer's Coffee Shop,
3394,A Wolf at Her Door,Kate Willoughby,Romance;Paranormal Romance;Romance;Erotic Romance;Paranormal;Shapeshifters;Adult Fiction;Erotica,September 24th 2008,151,Ellora's Cave,English
3395,The Twin's Daughter,Lauren Baratz-Logsted,Mystery;Young Adult;Historical;Historical Fiction;Historical;Gothic;Romance,August 31st 2010,400,Bloomsbury USA Childrens,English
3396,About a Dragon,G.A. Aiken,Fantasy;Fantasy;Dragons;Romance;Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Shapeshifters,December 1st 2008,None,Zebra,
3397,I'm In No Mood For Love,Rachel Gibson,Romance;Romance;Contemporary Romance;Contemporary;Womens Fiction;Chick Lit;Fiction,September 26th 2006,359,Avon,English
3398,Fue un beso tonto,Megan Maxwell,Womens Fiction;Chick Lit;Romance,November 2010,395,Versatil Ediciones,Spanish
3399,Educating Emily,Beverly Havlir,Romance;Contemporary Romance;Romance;Erotic Romance;Contemporary;Romance;Adult Fiction;Erotica,February 29th 2008,133,Ellora's Cave,None
3400,Double Play,Jill Shalvis,Romance;Romance;Contemporary Romance;Sports and Games;Sports;Contemporary Romance;Sports Romance;Contemporary,July 7th 2009,282,Berkley,English
3401,Once an Outlaw,Jill Gregory,Romance;Romance;Historical Romance;Westerns;Historical;Historical Romance;Western Historical Romance;Romance;Western Romance,December 4th 2001,368,Dell,English
3402,Caught Up in Us,Lauren Blakely,Romance;New Adult;Romance;Contemporary Romance;Contemporary,January 20th 2013,240,Lauren Blakely,
3403,Snowed In,Rachel Hawthorne,Young Adult;Romance;Womens Fiction;Chick Lit;Contemporary;Holiday;Christmas,November 27th 2007,261,HarperTeen,English
3404,Against the Tide,Elizabeth Camden,Historical;Historical Fiction;Christian Fiction;Romance;Historical;Christian;Fiction,October 2012,362,Bethany House Publishers,
3405,A Viking's Love,Karolyn Cairns,Romance;Historical Romance;Historical;Historical;Historical Fiction,August 25th 2012,426,Karolyn Cairns,None
3406,Born In Trilogy Collection,Nora Roberts;Fiacre Douglas,Romance;Fiction;Contemporary,February 10th 2003,0,Brilliance Audio,English
3407,Emma And The Outlaw,Linda Lael Miller,Romance;Romance;Historical Romance;Historical;Westerns;Romance;Western Romance,June 1st 1991,384,Pocket Books,English
3408,Monsoon,Wilbur Smith,Historical;Historical Fiction;Adventure;Fiction;Cultural;Africa;Historical,May 16th 2003,624,St. Martin's Griffin,English
3409,Memorie di Adriano; seguite dai Taccuini di appunti,Marguerite Yourcenar;Lidia Storoni Mazzolani,Historical;Historical Fiction;Classics;Cultural;France;Historical;European Literature;French Literature,February 2005,350,Einaudi,Italian
3410,The Diary of a Goose Girl,Kate Douglas Wiggin;Claude A. Shepperson,Fiction,May 1st 2004,128,Kessinger Publishing,English
3411,Chase,Chantal Fernando;Dawn Martens,New Adult;Romance;Academic;College;Romance;Contemporary Romance;Contemporary,May 17th 2013,314,Createspace,
3412,The Ice Queen,Alice Hoffman,Fiction;Magical Realism;Fantasy;Romance,January 3rd 2006,211,Back Bay Books,English
3413,Green Smoothie: Everyday Green Smoothie For Beginners(10 Day Green Smoothie Cleanse; green smoothies; green smoothies detox; green smoothies recipes; green ... Diet) (healthy food for everyday Book 9),Anna Scott,Nonfiction;Food and Drink;Diets;Food and Drink;Cookbooks;Health,February 22nd 2015,61,BB Link,None
3414,Alias Hook,Lisa Jensen,Fantasy;Retellings;Fiction;Adult;Romance;Historical;Historical Fiction;Fantasy;Fairy Tales;Adventure;Pirates;Adventure;Adult Fiction,July 8th 2014,353,Thomas Dunne Books,None
3415,Caught,Harlan Coben,Mystery;Fiction;Thriller;Suspense;Mystery;Crime;Thriller;Mystery Thriller,March 23rd 2010,388,Dutton,English
3416,Puddle Jumping,Amber L.  Johnson,Young Adult;Romance;Contemporary;New Adult;Romance;Contemporary Romance,June 29th 2014,127,Self Pub,
3417,Sweet Nothing,Jamie McGuire;Teresa Mummert,Romance;New Adult;Contemporary;Romance;Contemporary Romance,November 1st 2015,320,Jamie McGuire LLC,None
3418,Fear the Heart,Hettie Ivers,Romance;Fantasy;Paranormal;Fantasy;Adult Fiction;Erotica;Romance;Paranormal Romance,May 24th 2016,332,Hettie Ivers,None
3419,Wrecked,Meljean Brook,Science Fiction;Steampunk;Romance;Fantasy;Novella;Horror;Zombies;Romance;Paranormal Romance,November 25th 2013,103,,
3420,Broken Vows,Shirl Henke,Romance;Historical Romance;Romance;Historical,June 7th 2003,438,Leisure Books,English
3421,Children of Vice,J.J. McAvoy,Romance;Dark;Romance;Contemporary Romance,May 17th 2017,None,,None
3422,Dukes Prefer Blondes,Loretta Chase,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,December 29th 2015,372,Avon,English
3423,The Last Arrow,Marsha Canham,Romance;Historical Romance;Romance;Historical;Medieval;Historical;Historical;Historical Fiction;Fiction,April 7th 1997,454,Dell,English
3424,Rites of Spring (Break),Diana Peterfreund,Womens Fiction;Chick Lit;Young Adult;Fiction;New Adult;Romance;Contemporary;Academic;College,June 24th 2008,357,Delta,English
3425,Twice Tempted by a Rogue,Tessa Dare,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,June 22nd 2010,363,Ballantine Books,English
3426,Fool for Love,Eloisa James,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,July 29th 2003,351,Avon,English
3427,Fever,Lauren DeStefano,Science Fiction;Dystopia;Young Adult;Romance;Science Fiction,February 21st 2012,341,Simon & Schuster Children's Publishing,English
3428,All In,Kate Willoughby,Romance;Adult Fiction;Erotica;Fantasy;Paranormal;Contemporary,September 14th 2007,94,Ellora's Cave,English
3429,Ex-mas,Kate Brian,Young Adult;Holiday;Christmas;Romance;Contemporary;Womens Fiction;Chick Lit;Travel;Road Trip,October 6th 2009,224,Simon  Schuster Books for Young Readers,English
3430,The Heir,Johanna Lindsey,Romance;Romance;Historical Romance;Historical;Historical;Historical Fiction;Historical;Regency,August 29th 2006,416,Avon,English
3431,Te Lo Dije,Megan Maxwell,Womens Fiction;Chick Lit;Romance;Contemporary,April 29th 2009,408,La Máquina China,None
3432,Never a Gentleman,Eileen Dreyer,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction,April 1st 2011,433,Forever,English
3433,Fearless,Diana Palmer,Romance;Romance;Contemporary Romance;Contemporary;Westerns;Fiction;Romance;Western Romance,June 1st 2008,315,HQN,English
3434,The Tokaido Road,Lucia St. Clair Robson,Historical;Historical Fiction;Fiction;Cultural;Japan;Historical;Cultural;Asia;Romance;Adventure,November 29th 2005,528,Forge Books,English
3435,Acquiring Trouble,Kathleen Brooks,Romance;Romance;Romantic Suspense;Contemporary;Romance;Contemporary Romance,January 17th 2013,231,Laurens Publishing,;
3436,Academy 7,Anne Osterlund,Young Adult;Science Fiction;Romance;Fantasy,May 14th 2009,272,Speak,English
3437,Brie Visits Master's Italy,Red Phoenix,Erotica;Bdsm;Adult Fiction;Erotica;Romance;Adult,August 3rd 2013,None,Red Phoenix Entertainment; LLC,None
3438,The Mageri Series Box Set,Dannika Dark,Fantasy;Paranormal;Romance;Paranormal Romance;Fantasy;Urban Fantasy;Fantasy;Did Not Finish,,1572,,
3439,The Other Brother,Lucy Felthouse,Romance;Short Stories;Romance;Contemporary Romance,June 1st 2014,None,Decadent Publishing,
3440,The Birth of Venus,Sarah Dunant,Historical;Historical Fiction;Fiction;Historical;Cultural;Italy;Art;Romance,November 30th 2004,427,Random House,English
3441,Le braci,Sándor Márai;Marinella D'Alessandro,Fiction;Classics;European Literature;Hungarian Literature,August 6th 1998,181,Adelphi,Italian
3442,Jerry Junior,Jean Webster,Romance;Fiction;Classics;Novels;Childrens;Humor;Young Adult,October 3rd 2005,148,Dodo Press,English
3443,The Little Melzy and Max The Robot; Episode 1 Vol.1,T.K. Layla,,March 7th 2015,37,Books for Kids :The Little Melzy and Max The Robot,None
3444,Finding Me Again,Amber Garza,Romance;Young Adult;Young Adult Romance;Young Adult,February 12th 2014,66,,;
3445,Beautiful Secret,Christina Lauren,Romance;Romance;Contemporary Romance;Contemporary;New Adult;Adult,April 14th 2015,401,Gallery Books,English
3446,Hiding in the Shadows,Kay Hooper,Mystery;Fantasy;Paranormal;Suspense;Romance;Romance;Romantic Suspense;Fiction,October 3rd 2000,339,Bantam,
3447,The Summer Remains,Seth King,Romance;New Adult;Contemporary;Romance;Contemporary Romance;Did Not Finish,February 14th 2015,344,,
3448,Lingus,Mariana Zapata;Callie Dalton,Romance;Contemporary;Humor;Funny;Romance;Contemporary Romance;New Adult,January 26th 2016,None,Tantor Audio,English
3449,The Guardian,Margaret Mallory,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction,May 1st 2011,354,Forever,English
3450,Slip of Fate,Hettie Ivers,Fantasy;Paranormal;Romance;Romance;Paranormal Romance;Paranormal;Shapeshifters;Fantasy;Magic,February 27th 2016,317,Hettie Ivers,
3451,Silk Is for Seduction,Loretta Chase,Romance;Romance;Historical Romance;Historical;Historical;Historical Fiction;Historical;Regency,June 28th 2011,371,Avon,English
3452,Charming the Shrew,Laurin Wittig,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Audiobook,February 14th 2012,324,Montlake Romance,
3453,Here There Be Monsters,Meljean Brook,Science Fiction;Steampunk;Romance;Fantasy;Novella;Romance;Paranormal Romance;Short Stories,November 1st 2011,4,Audible,
3454,Tap & Gown,Diana Peterfreund,Womens Fiction;Chick Lit;Young Adult;Fiction;New Adult;Romance;Contemporary;Academic;College,May 19th 2009,352,Delta,English
3455,What A Dragon Should Know,G.A. Aiken,Fantasy;Fantasy;Dragons;Romance;Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Shapeshifters;Humor;Funny;Fantasy;Magic;Humor;Adult,,460,,
3456,Touch Not the Cat,Mary  Stewart,Mystery;Fiction;Romance;Gothic;Romance;Romantic Suspense;Fantasy;Fantasy;Paranormal,November 29th 2005,372,HarperTorch,English
